Transaction_ID,Date,Category,Description,Payment_Method,Amount,Type,Month
TXN0321,2026-06-09,Other,Gift,Bank Transfer,1193.86,Expense,2026-06
TXN0358,2026-06-09,Food,Restaurant,UPI,1282.07,Expense,2026-06
TXN0334,2026-06-10,Transport,Metro,Bank Transfer,624.76,Expense,2026-06
TXN0345,2026-06-10,Shopping,Accessories,UPI,424.5,Expense,2026-06
TXN0372,2026-06-10,Shopping,Accessories,Cash,322.23,Expense,2026-06
TXN0356,2026-06-10,Bills,Internet,Debit Card,649.26,Expense,2026-06
TXN0377,2026-06-11,Transport,Auto,Credit Card,97.68,Expense,2026-06
TXN0331,2026-06-11,Travel,Flight,UPI,2046.0,Expense,2026-06
TXN0323,2026-06-11,Food,Groceries,Bank Transfer,347.28,Expense,2026-06
TXN0352,2026-06-12,Food,Coffee,Debit Card,631.82,Expense,2026-06
TXN0348,2026-06-12,Rent,House Rent,Bank Transfer,423.62,Expense,2026-06
TXN0379,2026-06-12,Food,Groceries,Debit Card,97.68,Expense,2026-06
TXN0363,2026-06-13,Healthcare,Medicine,Credit Card,97.68,Expense,2026-06
TXN0369,2026-06-13,Rent,House Rent,UPI,404.8,Expense,2026-06
TXN0338,2026-06-13,Transport,Auto,Cash,936.57,Expense,2026-06
TXN0355,2026-06-14,Rent,House Rent,Cash,309.98,Expense,2026-06
TXN0339,2026-06-14,Shopping,Clothes,Debit Card,97.68,Expense,2026-06
TXN0375,2026-06-14,Shopping,Clothes,Credit Card,143.9,Expense,2026-06
TXN0344,2026-06-14,Food,Coffee,UPI,803.21,Expense,2026-06
TXN0325,2026-06-16,Rent,House Rent,UPI,112.35,Expense,2026-06
TXN0362,2026-06-17,Transport,Metro,Cash,679.15,Expense,2026-06
TXN0368,2026-06-18,Shopping,Shoes,Bank Transfer,680.76,Expense,2026-06
TXN0343,2026-06-18,Rent,House Rent,Credit Card,1277.35,Expense,2026-06
TXN0326,2026-06-19,Bills,Mobile Bill,Bank Transfer,190.2,Expense,2026-06
TXN0371,2026-06-19,Bills,Electricity,Debit Card,1874.31,Expense,2026-06
TXN0346,2026-06-19,Entertainment,OTT Subscription,UPI,97.68,Expense,2026-06
TXN0381,2026-06-20,Food,Groceries,Credit Card,97.68,Expense,2026-06
TXN0359,2026-06-20,Bills,Water Bill,Cash,709.92,Expense,2026-06
TXN0328,2026-06-21,Rent,House Rent,Cash,828.05,Expense,2026-06
TXN0378,2026-06-21,Rent,House Rent,Bank Transfer,97.68,Expense,2026-06
TXN0353,2026-06-22,Food,Groceries,Bank Transfer,665.76,Expense,2026-06
TXN0330,2026-06-23,Shopping,Clothes,Cash,216.88,Expense,2026-06
TXN0333,2026-06-23,Healthcare,Pharmacy,Bank Transfer,533.76,Expense,2026-06
TXN0336,2026-06-24,Education,Study Material,Bank Transfer,187.99,Expense,2026-06
TXN0365,2026-06-25,Transport,Bus,Credit Card,1860.52,Expense,2026-06
TXN0319,2026-06-25,Rent,House Rent,Debit Card,97.68,Expense,2026-06
TXN0360,2026-06-25,Bills,Mobile Bill,Credit Card,117.45,Expense,2026-06
TXN0335,2026-06-26,Bills,Water Bill,UPI,359.28,Expense,2026-06
TXN0329,2026-06-28,Other,Gift,Cash,712.83,Expense,2026-06
TXN0376,2026-06-28,Entertainment,Movies,Cash,97.68,Expense,2026-06
TXN0320,2026-06-28,Food,Restaurant,Debit Card,2171.0,Expense,2026-06
TXN0337,2026-06-29,Rent,House Rent,Cash,290.59,Expense,2026-06
TXN0350,2026-06-30,Rent,House Rent,Bank Transfer,375.7,Expense,2026-06
TXN0382,2026-07-01,Salary,Monthly Salary,Bank Transfer,60000.0,Income,2026-07
TXN0436,2026-07-01,Education,Online Course,Bank Transfer,271.64,Expense,2026-07
TXN0439,2026-07-02,Transport,Auto,UPI,900.92,Expense,2026-07
TXN0390,2026-07-02,Food,Food Delivery,Cash,623.1,Expense,2026-07
TXN0404,2026-07-03,Rent,House Rent,Debit Card,1228.63,Expense,2026-07
TXN0409,2026-07-03,Education,Study Material,Bank Transfer,1463.45,Expense,2026-07
TXN0427,2026-07-03,Food,Restaurant,Debit Card,877.3,Expense,2026-07
TXN0406,2026-07-05,Other,Miscellaneous,Cash,873.49,Expense,2026-07
TXN0434,2026-07-05,Education,Online Course,Credit Card,366.14,Expense,2026-07
TXN0437,2026-07-07,Travel,Flight,Debit Card,99.03,Expense,2026-07
TXN0412,2026-07-08,Food,Food Delivery,Credit Card,242.44,Expense,2026-07
TXN0403,2026-07-09,Food,Food Delivery,Debit Card,1678.21,Expense,2026-07
TXN0405,2026-07-10,Entertainment,Games,Debit Card,352.19,Expense,2026-07
TXN0413,2026-07-10,Other,Gift,UPI,1419.67,Expense,2026-07
TXN0402,2026-07-11,Entertainment,OTT Subscription,UPI,261.92,Expense,2026-07
TXN0421,2026-07-12,Transport,Fuel,Credit Card,535.49,Expense,2026-07
TXN0410,2026-07-12,Healthcare,Doctor Visit,Bank Transfer,442.29,Expense,2026-07
TXN0432,2026-07-12,Shopping,Accessories,UPI,99.03,Expense,2026-07
TXN0416,2026-07-13,Rent,House Rent,Bank Transfer,1481.97,Expense,2026-07
TXN0418,2026-07-14,Travel,Vacation,UPI,241.76,Expense,2026-07
TXN0422,2026-07-15,Education,Study Material,Cash,628.02,Expense,2026-07
TXN0387,2026-07-15,Other,Donation,Credit Card,208.09,Expense,2026-07
TXN0396,2026-07-15,Bills,Internet,UPI,872.85,Expense,2026-07
TXN0394,2026-07-15,Other,Miscellaneous,UPI,208.25,Expense,2026-07
TXN0431,2026-07-17,Food,Restaurant,Cash,428.67,Expense,2026-07
TXN0423,2026-07-17,Rent,House Rent,Bank Transfer,373.97,Expense,2026-07
TXN0389,2026-07-17,Transport,Uber,Debit Card,749.91,Expense,2026-07
TXN0397,2026-07-17,Food,Coffee,UPI,1033.4,Expense,2026-07
TXN0399,2026-07-17,Shopping,Accessories,Bank Transfer,334.42,Expense,2026-07
TXN0407,2026-07-18,Entertainment,Movies,Debit Card,882.82,Expense,2026-07
TXN0393,2026-07-18,Bills,Water Bill,Bank Transfer,1022.58,Expense,2026-07
TXN0420,2026-07-18,Transport,Fuel,Credit Card,1890.52,Expense,2026-07
TXN0395,2026-07-20,Travel,Hotel,Debit Card,122.77,Expense,2026-07
TXN0392,2026-07-20,Rent,House Rent,Bank Transfer,834.84,Expense,2026-07
TXN0419,2026-07-20,Shopping,Shoes,Cash,1883.62,Expense,2026-07
TXN0425,2026-07-21,Entertainment,OTT Subscription,UPI,250.45,Expense,2026-07
TXN0385,2026-07-21,Entertainment,Sports,Bank Transfer,99.03,Expense,2026-07
TXN0391,2026-07-21,Food,Coffee,UPI,1319.5,Expense,2026-07
TXN0401,2026-07-22,Transport,Fuel,Debit Card,941.48,Expense,2026-07
TXN0408,2026-07-22,Shopping,Electronics,Credit Card,99.03,Expense,2026-07
TXN0398,2026-07-23,Healthcare,Medicine,Credit Card,2926.97,Expense,2026-07
TXN0414,2026-07-25,Rent,House Rent,Bank Transfer,309.85,Expense,2026-07
TXN0384,2026-07-25,Rent,House Rent,Cash,1171.24,Expense,2026-07
TXN0435,2026-07-25,Food,Food Delivery,Credit Card,1374.31,Expense,2026-07
TXN0438,2026-07-25,Rent,House Rent,UPI,99.03,Expense,2026-07
TXN0417,2026-07-26,Food,Groceries,Bank Transfer,99.03,Expense,2026-07
TXN0388,2026-07-26,Food,Food Delivery,Debit Card,99.03,Expense,2026-07
TXN0424,2026-07-26,Shopping,Shoes,Credit Card,218.11,Expense,2026-07
TXN0433,2026-07-27,Transport,Auto,UPI,501.21,Expense,2026-07
TXN0386,2026-07-28,Healthcare,Pharmacy,Debit Card,1058.74,Expense,2026-07
TXN0415,2026-07-29,Bills,Electricity,Debit Card,99.03,Expense,2026-07
TXN0428,2026-07-29,Rent,House Rent,Cash,985.62,Expense,2026-07
TXN0426,2026-07-30,Bills,Mobile Bill,Bank Transfer,701.62,Expense,2026-07
TXN0430,2026-07-30,Travel,Vacation,Debit Card,99.03,Expense,2026-07
TXN0400,2026-07-30,Entertainment,OTT Subscription,Debit Card,292.41,Expense,2026-07
TXN0411,2026-07-31,Food,Coffee,Credit Card,1100.73,Expense,2026-07
TXN0429,2026-07-31,Bills,Water Bill,UPI,979.74,Expense,2026-07
TXN0383,2026-07-31,Rent,House Rent,Credit Card,241.45,Expense,2026-07
TXN0440,2026-08-01,Salary,Monthly Salary,Bank Transfer,60000.0,Income,2026-08
TXN0452,2026-08-03,Bills,Internet,Credit Card,243.04,Expense,2026-08
TXN0464,2026-08-04,Food,Coffee,Debit Card,356.13,Expense,2026-08
TXN0481,2026-08-04,Transport,Fuel,Credit Card,97.73,Expense,2026-08
TXN0441,2026-08-04,Shopping,Accessories,UPI,505.4,Expense,2026-08
TXN0458,2026-08-04,Rent,House Rent,Debit Card,97.73,Expense,2026-08
TXN0471,2026-08-05,Rent,House Rent,UPI,719.38,Expense,2026-08
TXN0472,2026-08-05,Rent,House Rent,UPI,459.55,Expense,2026-08
TXN0474,2026-08-05,Other,Gift,Bank Transfer,246.58,Expense,2026-08
TXN0489,2026-08-05,Entertainment,Sports,Bank Transfer,521.0,Expense,2026-08
TXN0482,2026-08-06,Food,Restaurant,Cash,1164.01,Expense,2026-08
TXN0460,2026-08-06,Shopping,Accessories,Debit Card,429.01,Expense,2026-08
TXN0487,2026-08-08,Transport,Bus,Credit Card,1828.42,Expense,2026-08
TXN0447,2026-08-09,Bills,Water Bill,Debit Card,642.96,Expense,2026-08
TXN0490,2026-08-10,Entertainment,Movies,UPI,624.54,Expense,2026-08
TXN0443,2026-08-10,Food,Groceries,Credit Card,97.73,Expense,2026-08
TXN0453,2026-08-10,Education,Online Course,UPI,879.46,Expense,2026-08
TXN0492,2026-08-11,Rent,House Rent,Credit Card,518.4,Expense,2026-08
TXN0454,2026-08-11,Food,Groceries,UPI,1544.25,Expense,2026-08
TXN0497,2026-08-11,Food,Groceries,Credit Card,1576.7,Expense,2026-08
TXN0450,2026-08-12,Rent,House Rent,UPI,2265.04,Expense,2026-08
TXN0448,2026-08-12,Rent,House Rent,UPI,97.73,Expense,2026-08
TXN0476,2026-08-12,Rent,House Rent,Bank Transfer,1065.22,Expense,2026-08
TXN0445,2026-08-12,Shopping,Clothes,Bank Transfer,97.73,Expense,2026-08
TXN0473,2026-08-13,Food,Coffee,Debit Card,1718.79,Expense,2026-08
TXN0491,2026-08-14,Shopping,Accessories,Bank Transfer,318.14,Expense,2026-08
TXN0468,2026-08-14,Rent,House Rent,Bank Transfer,97.73,Expense,2026-08
TXN0465,2026-08-15,Food,Coffee,Debit Card,97.73,Expense,2026-08
TXN0475,2026-08-15,Education,Online Course,Debit Card,176.6,Expense,2026-08
TXN0486,2026-08-17,Food,Groceries,Debit Card,423.63,Expense,2026-08
TXN0478,2026-08-17,Food,Groceries,Cash,1733.57,Expense,2026-08
TXN0495,2026-08-17,Entertainment,Games,Cash,97.73,Expense,2026-08
TXN0496,2026-08-17,Travel,Flight,UPI,173.12,Expense,2026-08
TXN0442,2026-08-18,Rent,House Rent,Bank Transfer,97.73,Expense,2026-08
TXN0488,2026-08-18,Rent,House Rent,Debit Card,388.64,Expense,2026-08
TXN0444,2026-08-19,Shopping,Electronics,Credit Card,633.62,Expense,2026-08
TXN0480,2026-08-20,Transport,Fuel,Credit Card,1838.36,Expense,2026-08
TXN0494,2026-08-21,Bills,Internet,Bank Transfer,1214.67,Expense,2026-08
TXN0469,2026-08-22,Transport,Uber,UPI,97.73,Expense,2026-08
TXN0493,2026-08-22,Healthcare,Doctor Visit,Cash,460.74,Expense,2026-08
TXN0484,2026-08-23,Education,Online Course,Debit Card,2601.68,Expense,2026-08
TXN0466,2026-08-23,Entertainment,Sports,Credit Card,331.9,Expense,2026-08
TXN0451,2026-08-23,Entertainment,Games,Cash,246.08,Expense,2026-08
TXN0449,2026-08-24,Transport,Uber,Bank Transfer,97.73,Expense,2026-08
TXN0462,2026-08-24,Rent,House Rent,UPI,1243.01,Expense,2026-08
TXN0467,2026-08-24,Bills,Water Bill,UPI,97.73,Expense,2026-08
TXN0459,2026-08-24,Rent,House Rent,Cash,787.95,Expense,2026-08
TXN0479,2026-08-25,Shopping,Clothes,Debit Card,97.73,Expense,2026-08
TXN0499,2026-08-25,Food,Restaurant,UPI,500.0,Expense,2026-08
TXN0456,2026-08-25,Entertainment,OTT Subscription,UPI,734.76,Expense,2026-08
TXN0483,2026-08-26,Rent,House Rent,UPI,393.73,Expense,2026-08
TXN0470,2026-08-26,Healthcare,Doctor Visit,Bank Transfer,549.83,Expense,2026-08
TXN0463,2026-08-27,Shopping,Accessories,Bank Transfer,97.73,Expense,2026-08
TXN0455,2026-08-27,Other,Miscellaneous,Cash,2240.54,Expense,2026-08
TXN0446,2026-08-28,Food,Restaurant,Cash,905.49,Expense,2026-08
TXN0457,2026-08-28,Healthcare,Doctor Visit,Debit Card,247.75,Expense,2026-08
TXN0485,2026-08-28,Food,Coffee,Debit Card,97.73,Expense,2026-08
TXN0500,2026-08-28,Transport,Uber,UPI,300.0,Expense,2026-08
TXN0461,2026-08-30,Bills,Water Bill,Debit Card,289.74,Expense,2026-08
TXN0477,2026-08-31,Shopping,Electronics,Credit Card,132.83,Expense,2026-08
TXN0498,2026-08-31,Other,Gift,Debit Card,1159.79,Expense,2026-08
